EntrezID	SL2.5_TranscriptID
101250235	Solyc07g062230.2
101244339	Solyc02g062590.2
101262096	Solyc12g098630.1
101253549	Solyc11g006230.1
101258279	Solyc07g054950.1
544023	Solyc03g006860.2
543947	Solyc03g119490.2
101253311	Solyc09g014240.2
101264887	Solyc11g042420.1
101245009	Solyc02g021330.1
101244580	Solyc04g080500.2
101268876	Solyc06g065700.2
101254652	Solyc02g087900.2
101262870	Solyc01g098790.1
101265176	Solyc01g110120.2
101254892	Solyc04g005270.1
101255664	Solyc03g025490.2
101256046	Solyc10g074710.1
101249019	Solyc01g094660.2
101253771	Solyc04g015200.2
101267009	Solyc12g097060.1
101261070	Solyc01g098800.2
101250878	Solyc03g111840.2
101254196	Solyc04g080100.2
101258392	Solyc08g060840.1
101253461	Solyc12g044890.1
101258518	Solyc02g071140.2
101243752	Solyc10g076290.1
101262719	Solyc05g007690.1
101268083	Solyc12g099240.1
101254143	Solyc02g021000.2
101252929	Solyc10g018150.1
101253307	Solyc01g010590.2
101261139	Solyc07g062870.2
101254153	Solyc11g006250.1
101261988	Solyc12g006490.1
101246124	Solyc03g112080.1
101243897	Solyc06g053380.2
101247849	Solyc01g009370.1
101257136	Solyc02g067810.1
101259273	Solyc08g065160.2
101247085	Solyc02g084660.2
101263809	Solyc04g079400.2
101255427	Solyc09g010810.2
101262878	Solyc10g086400.1
101250741	Solyc01g098170.2
101257672	Solyc06g054680.1
101263871	Solyc11g065070.1
101252821	Solyc01g098350.2
101255525	Solyc01g008510.2
101256694	Solyc08g023280.2
101247469	Solyc10g005140.1
101254703	Solyc06g065210.2
101266271	Solyc10g006320.2
101267403	Solyc05g015320.2
101252192	Solyc06g073280.2
101260390	Solyc02g085230.2
100147726	Solyc09g090700.1
101247900	Solyc03g118830.2
101257109	Solyc09g082690.2
101263402	Solyc04g054950.2
101254287	Solyc03g119980.2
101264034	Solyc07g066120.2
101251925	Solyc01g095970.2
101247262	Solyc10g009060.1
101267154	Solyc09g008040.2
101264116	Solyc04g064820.2
101266245	Solyc08g068690.1
101246721	Solyc05g053090.1
101246737	Solyc07g063180.2
101262258	Solyc01g101100.2
101255769	Solyc12g010750.1
101249663	Solyc07g062130.2
101265393	Solyc02g081380.2
101265376	Solyc10g047930.1
101248713	Solyc09g072690.1
101257641	Solyc03g097500.2
101263865	Solyc11g017200.1
101260070	Solyc08g065220.2
100313952	Solyc03g096920.2
101255368	Solyc12g014060.1
101259161	Solyc06g074000.1
101256031	Solyc09g010720.2
101253654	Solyc02g065680.2
101261068	Solyc09g090500.2
101257101	Solyc09g018020.2
101246346	Solyc05g012440.2
101261867	Solyc11g005320.1
101245221	Solyc02g081070.2
543723	Solyc04g078470.2
104646055	Solyc02g070170.1
101267272	Solyc10g007010.1
101257782	Solyc06g081980.1
101266972	Solyc09g063150.2
101264364	Solyc09g057660.2
101250141	Solyc08g062620.2
543799	Solyc08g060920.2
101267297	Solyc03g093480.2
101252417	Solyc08g082580.2
101257857	Solyc05g009530.2
101260463	Solyc01g015080.2
101263966	Solyc11g005830.1
101266946	Solyc06g050790.2
101252232	Solyc10g017510.2
101258830	Solyc03g034320.2
101252861	Solyc12g094460.1
101256513	Solyc09g013080.2
101261898	Solyc12g088730.1
101249085	Solyc05g044480.2
101245464	Solyc06g010060.1
101246329	Solyc03g121410.2
101260213	Solyc03g097630.2
101255400	Solyc05g054860.1
543715	Solyc11g065760.1
101264240	Solyc08g083120.2
101262050	Solyc08g083120.2
101265661	Solyc08g083120.2
101244464	Solyc08g083120.2
101265146	Solyc07g053150.2
101263323	Solyc06g036100.2
101252544	Solyc02g088010.2
101263166	Solyc10g006240.2
101264519	Solyc05g008250.1
101268399	Solyc06g018050.2
101261710	Solyc05g012120.2
101263905	Solyc05g008530.2
101246727	Solyc06g074620.2
101260660	Solyc08g007190.2
101263489	Solyc12g008660.1
101248886	Solyc06g065470.2
101250331	Solyc09g007560.2
101248478	Solyc04g078630.2
101247681	Solyc11g010660.1
543866	Solyc09g075420.2
101259406	Solyc03g007690.1
101248192	Solyc04g078620.2
101251996	Solyc06g064440.2
101246996	Solyc12g015680.1
101266933	Solyc04g071350.2
101264934	Solyc05g050860.1
101247848	Solyc09g010060.2
101255013	Solyc08g005970.2
101258366	Solyc05g009550.2
101249478	Solyc01g008020.2
101252244	Solyc11g007530.1
101267818	Solyc06g067920.2
101254689	Solyc05g006920.2
544073	Solyc03g123760.2
101252301	Solyc07g006460.1
543683	Solyc03g123660.2
101248645	Solyc12g007070.1
101267726	Solyc08g065880.2
101265265	Solyc01g009830.2
101250254	Solyc01g103990.2
101267323	Solyc07g018070.2
101244849	Solyc12g056110.1
101252490	Solyc05g051710.2
101250846	Solyc10g054870.1
101257860	Solyc05g053740.2
101264125	Solyc06g005990.2
101255908	Solyc08g081180.2
101267550	Solyc09g005970.1
101248085	Solyc12g089280.1
101259877	Solyc09g061620.2
101261150	Solyc01g060030.2
101258084	Solyc08g007360.2
101249807	Solyc12g094440.1
101244399	Solyc08g068870.2
104648652	Solyc08g016180.2
101249912	Solyc04g072930.1
101248641	Solyc11g068980.1
101267209	Solyc03g082720.2
101246881	Solyc10g083800.1
101267182	Solyc11g005620.1
778317	Solyc07g049710.2
101264793	Solyc03g013440.2
101258359	Solyc04g008350.1
543795	Solyc05g007830.2
101254861	Solyc11g020910.1
101248129	Solyc09g010050.1
101257307	Solyc01g103080.2
543880	Solyc06g005170.2
101247276	Solyc10g086250.1
101258692	Solyc01g066520.2
101252141	Solyc02g065740.2
101263675	Solyc12g019010.1
101263406	Solyc04g071150.2
101265560	Solyc07g042680.2
101250189	Solyc12g005910.1
101260440	Solyc06g050690.2
101257651	Solyc04g011590.2
101250177	Solyc02g088190.2
101266117	Solyc04g081580.2
101268048	Solyc10g082040.1
101265936	Solyc07g005520.1
101266312	Solyc03g082820.2
101261183	Solyc10g080630.1
101268122	Solyc07g053300.1
101249300	Solyc01g088720.2
101252819	Solyc09g090130.2
543894	Solyc03g007240.2
101248215	Solyc07g024030.2
101253165	Solyc12g036260.1
101248507	Solyc08g079020.2
101267480	Solyc02g067360.2
100820708	Solyc08g077770.2
543929	Solyc03g118410.2
101254055	Solyc02g069070.2
101255386	Solyc04g011690.2
778257	Solyc02g083350.2
101265898	Solyc03g032210.2
101261733	Solyc08g080850.2
101257425	Solyc02g084000.2
101254613	Solyc07g065590.2
101263125	Solyc06g060240.1
101249612	Solyc03g033710.2
101260498	Solyc11g009090.1
544014	Solyc03g044890.1
544285	Solyc07g049550.2
543777	Solyc06g065240.2
101266385	Solyc02g077450.2
101253786	Solyc05g053870.2
101244506	Solyc07g064710.2
543697	Solyc04g054320.2
101248056	Solyc02g005200.2
778223	Solyc06g005160.2
101256066	Solyc12g009380.1
101246228	Solyc12g056020.1
101255914	Solyc09g008460.2
101245346	Solyc03g110930.2
101254498	Solyc06g074210.2
101250330	Solyc09g009970.2
101264928	Solyc05g006130.2
101262099	Solyc04g016260.2
101257313	Solyc01g111070.2
101257483	Solyc07g005090.2
101253864	Solyc12g014010.1
101259587	Solyc01g106780.2
543718	Solyc03g113590.2
101254385	Solyc05g012790.2
101249372	Solyc06g068670.2
101250111	Solyc04g078750.2
101250039	Solyc01g010770.2
101245475	Solyc07g045050.2
101253924	Solyc01g006150.2
101245311	Solyc02g084750.2
101262894	Solyc12g014460.1
101258008	Solyc01g099830.2
101264147	Solyc09g010450.1
101245135	Solyc03g025580.1
101259866	Solyc08g079670.2
101247765	Solyc01g110240.1
101248229	Solyc01g010860.2
104645786	Solyc01g005070.2
101262229	Solyc07g066270.2
101247974	Solyc10g081900.1
101251320	Solyc09g059520.2
101262500	Solyc03g118530.2
101248457	Solyc03g025900.2
101250089	Solyc03g044660.2
101247544	Solyc08g066210.2
101267464	Solyc10g085000.1
101244756	Solyc03g117030.1
101256487	Solyc05g024340.1
101268631	Solyc10g085670.1
101243684	Solyc03g096770.1
101244975	Solyc08g013830.1
101247661	Solyc09g092340.2
101255600	Solyc06g075650.2
101251454	Solyc03g095450.2
101256210	Solyc01g010410.2
101265674	Solyc01g065710.2
543571	Solyc08g081690.2
100316884	Solyc08g005680.2
101265719	Solyc03g112340.1
101259228	Solyc03g113770.2
101259381	Solyc01g108000.2
101264551	Solyc01g055200.1
101262209	Solyc04g078050.2
101245450	Solyc04g007560.2
101254671	Solyc12g056820.1
101268174	Solyc12g095900.1
104646571	Solyc03g117370.2
101257192	Solyc07g064160.2
101248372	Solyc12g096760.1
101249120	Solyc09g055310.2
101258975	Solyc07g066160.1
101252345	Solyc11g006100.1
101263079	Solyc11g040280.1
101263421	Solyc06g060190.2
101250489	Solyc12g094590.1
100736523	Solyc03g006800.1
101259886	Solyc01g098740.2
101255315	Solyc08g008130.2
101261964	Solyc01g106900.2
101267153	Solyc09g010370.2
101246219	Solyc12g019880.1
101253571	Solyc12g099890.1
101264854	Solyc09g008130.2
543891	Solyc01g108250.2
101261393	Solyc03g032040.2
101244113	Solyc09g031970.2
101264463	Solyc09g091910.1
101250739	Solyc01g095490.2
101267763	Solyc02g083480.2
101260550	Solyc07g054440.2
101251938	Solyc10g078730.1
101265629	Solyc03g114590.2
101264436	Solyc06g068040.2
101245541	Solyc04g081890.1
101257145	Solyc03g019750.2
101260829	Solyc06g062510.2
101254500	Solyc06g069790.2
101267090	Solyc11g066790.1
101258396	Solyc08g077350.2
101262441	Solyc08g067020.2
101260486	Solyc01g098370.1
101256896	Solyc07g043270.2
101267427	Solyc07g062540.2
101254907	Solyc06g066410.2
101258853	Solyc04g072130.1
101265972	Solyc02g023950.2
101268168	Solyc03g078100.2
101247957	Solyc01g087300.2
101254318	Solyc08g006900.2
101258245	Solyc03g121110.2
101263305	Solyc04g009250.1
101055588	Solyc01g105550.1
101251277	Solyc04g083140.1
101258486	Solyc09g074570.1
101245484	Solyc09g020140.2
101255394	Solyc05g005740.2
101255227	Solyc08g078660.2
101257536	Solyc12g005050.1
101254901	Solyc05g050020.2
101250056	Solyc10g008950.2
101265698	Solyc11g010370.1
101252327	Solyc09g076050.2
101264167	Solyc02g091130.2
101268099	Solyc04g080760.2
101263014	Solyc04g009240.1
101266158	Solyc01g080400.2
109120152	Solyc04g078560.1
101261009	Solyc03g113700.2
101249950	Solyc01g006650.1
101262252	Solyc09g074410.2
101266278	Solyc10g078380.1
101267330	Solyc08g016620.2
101268314	Solyc01g079470.2
101256114	Solyc01g007740.2
101264440	Solyc07g005440.1
101261857	Solyc09g098170.2
101263885	Solyc12g055770.1
101244620	Solyc01g106260.2
101260446	Solyc07g007630.2
778240	Solyc03g118290.2
101248401	Solyc06g063100.2
101246121	Solyc03g118910.1
101246955	Solyc09g005700.2
101261542	Solyc08g068280.1
101249718	Solyc03g116760.2
543999	Solyc09g075360.2
100736463	Solyc05g047460.2
101258928	Solyc12g070100.1
101244413	Solyc01g080540.2
101256961	Solyc03g115370.2
101255936	Solyc10g078920.1
101246173	Solyc09g014780.2
543912	Solyc04g049360.2
101256600	Solyc06g060530.1
104647251	Solyc05g005590.2
101252854	Solyc03g095500.2
101263146	Solyc09g007130.2
101262297	Solyc12g096150.1
101246833	Solyc06g061000.2
101244545	Solyc02g082190.2
101246870	Solyc01g110360.2
101264317	Solyc04g071180.2
101244419	Solyc01g100330.2
101249958	Solyc09g055350.2
101253544	Solyc10g081130.1
101255057	Solyc11g032200.1
101244792	Solyc08g013750.2
101257783	Solyc07g005100.2
101264931	Solyc05g026130.2
101250094	Solyc03g083570.2
101247078	Solyc10g050880.1
101267050	Solyc09g009250.2
101259536	Solyc04g077850.2
101262809	Solyc04g078070.2
101253704	Solyc07g064310.1
101265492	Solyc10g076180.1
101244134	Solyc10g078480.1
101250748	Solyc10g017580.2
100147721	Solyc07g049460.2
101267027	Solyc06g009660.2
778218	Solyc01g005620.2
101253586	Solyc04g071680.1
101256387	Solyc06g053870.2
101261957	Solyc09g074420.2
101245696	Solyc01g087150.2
101265400	Solyc02g065060.2
101266610	Solyc03g082740.2
101256947	Solyc12g009430.1
101247451	Solyc01g009420.2
101257439	Solyc03g005300.2
101266628	Solyc04g064940.2
101261991	Solyc03g034400.2
101264013	Solyc06g009380.2
101256305	Solyc07g055930.2
101266404	Solyc12g097090.1
101252818	Solyc09g082450.1
101257021	Solyc10g039190.1
101247917	Solyc05g015910.1
101262833	Solyc07g066260.2
101245015	Solyc02g084760.2
101249832	Solyc06g084400.2
101266987	Solyc10g081610.1
101256217	Solyc01g090200.2
101243736	Solyc01g009880.2
101245039	Solyc12g042460.1
101248901	Solyc08g077840.2
109120336	Solyc05g024210.1
101264078	Solyc10g081510.1
101259342	Solyc06g050250.1
101055581	Solyc07g045460.2
109120256	Solyc05g013310.1
101251365	Solyc03g120120.2
101249660	Solyc07g044760.2
101257981	Solyc07g043230.2
101266854	Solyc01g007100.2
101263574	Solyc11g068610.1
101267265	Solyc09g064160.2
101262926	Solyc06g068130.2
101260905	Solyc12g017840.1
101246418	Solyc04g054370.1
101249904	Solyc03g117890.2
101266217	Solyc05g009850.2
101265641	Solyc05g012740.1
101258407	Solyc01g066560.2
101252187	Solyc06g007630.1
101255036	Solyc10g007640.2
778225	Solyc06g071030.2
101252781	Solyc06g007660.1
101247025	Solyc05g050570.2
101247928	Solyc06g072250.2
101256495	Solyc06g075600.2
101266357	Solyc08g069170.1
101252470	Solyc12g088000.1
101258385	Solyc07g055830.2
101262004	Solyc04g014720.2
101255776	Solyc12g088500.1
101245771	Solyc06g084580.1
101261400	Solyc12g096190.1
101243851	Solyc02g079740.1
101248928	Solyc02g093850.2
109120527	Solyc06g069420.2
101253100	Solyc07g056070.1
101248174	Solyc03g025910.2
101250880	Solyc04g015340.2
101246751	Solyc09g019970.2
101247387	Solyc11g011880.1
101254310	Solyc07g007300.2
101251722	Solyc01g104030.2
543640	Solyc01g094690.2
101261308	Solyc03g119720.2
101262284	Solyc12g006500.1
778208	Solyc01g005020.2
101244838	Solyc12g006920.1
101265502	Solyc11g006030.1
101255841	Solyc01g091410.2
101250934	Solyc01g110520.2
101258035	Solyc11g071460.1
101259000	Solyc01g106740.2
101264275	Solyc02g089800.2
101267299	Solyc03g121580.2
101265149	Solyc07g064940.2
101264353	Solyc08g065540.2
101265948	Solyc08g080310.1
101267246	Solyc06g068310.1
101250025	Solyc06g065430.2
101265986	Solyc11g010380.1
544120	Solyc11g011050.1
100301927	Solyc03g122190.2
101244586	Solyc05g055300.1
606709	Solyc02g031980.2
101245340	Solyc03g117000.2
101248257	Solyc02g084620.2
101259722	Solyc12g056340.1
101247918	Solyc05g056250.2
101266279	Solyc10g079500.1
101263691	Solyc03g113540.2
101266160	Solyc01g088310.2
101248692	Solyc07g056280.2
101257624	Solyc11g007740.1
101263898	Solyc04g008060.2
101244137	Solyc02g094090.2
101255675	Solyc12g099780.1
543704	Solyc11g069380.1
100874535	Solyc04g016430.2
100301928	Solyc07g040960.1
101260462	Solyc08g076450.2
101256599	Solyc06g068510.1
101255014	Solyc08g008120.2
101249570	Solyc09g014500.2
101254109	Solyc07g043500.1
101244987	Solyc09g010200.2
101263845	Solyc10g008910.1
101253224	Solyc10g008910.1
101245793	Solyc10g008910.1
101252717	Solyc10g008910.1
101250929	Solyc10g008910.1
101267861	Solyc10g008910.1
101249981	Solyc02g080670.2
101264507	Solyc03g111250.2
101268344	Solyc02g069570.2
101251820	Solyc10g008880.2
101261303	Solyc03g062650.2
101254242	Solyc10g012240.2
101264611	Solyc03g119440.2
101255383	Solyc03g111660.2
101261422	Solyc06g060310.2
101252245	Solyc02g085560.2
101246403	Solyc03g007110.2
101261543	Solyc08g083260.2
101250926	Solyc09g074920.2
101250064	Solyc10g076750.1
101251888	Solyc06g005360.2
101259016	Solyc02g081620.2
543839	Solyc06g069430.2
101243628	Solyc01g005540.2
101265389	Solyc11g006860.1
101251777	Solyc05g013990.2
101251819	Solyc01g096920.2
544283	Solyc01g109790.2
101249407	Solyc10g055250.1
101265169	Solyc01g091850.2
101255539	Solyc01g102990.2
101256971	Solyc05g009470.2
101254980	Solyc12g056810.1
101255546	Solyc10g083250.1
544119	Solyc02g067340.2
101250163	Solyc01g099410.2
544182	Solyc06g063070.2
101254098	Solyc06g007700.2
109121376	Solyc01g095250.1
101251187	Solyc06g008750.1
101252118	Solyc01g087550.2
544225	Solyc07g015860.2
101248745	Solyc11g072460.1
101255578	Solyc03g121690.1
100736507	Solyc02g093680.2
101246287	Solyc10g055610.1
101262350	Solyc01g081460.2
101260175	Solyc01g091690.2
101253169	Solyc12g098740.1
104646045	Solyc02g072280.1
101267346	Solyc01g080460.2
104644379	Solyc10g083650.1
101247678	Solyc02g085780.2
100736438	Solyc10g006290.2
101265931	Solyc06g008510.2
101248279	Solyc03g123540.2
101266394	Solyc12g014470.1
101257625	Solyc02g082690.2
101254569	Solyc03g019950.2
544068	Solyc09g009020.2
101247027	Solyc05g050050.1
101268016	Solyc08g068810.2
101255277	Solyc12g056730.1
101251216	Solyc09g007530.2
101266592	Solyc02g068380.2
101260166	Solyc09g007230.2
101264323	Solyc05g006120.2
101255206	Solyc06g066400.2
101257498	Solyc01g005270.2
101261060	Solyc09g009430.2
101253022	Solyc01g087590.2
101263468	Solyc01g098900.2
101254284	Solyc03g097550.2
101243850	Solyc11g018560.1
101262489	Solyc03g006550.2
101261618	Solyc04g082540.1
778342	Solyc12g020050.1
101265624	Solyc03g097150.2
101260270	Solyc09g098610.1
101263845	Solyc10g008910.1
101253224	Solyc10g008910.1
101245793	Solyc10g008910.1
101252717	Solyc10g008910.1
101250929	Solyc10g008910.1
101267861	Solyc10g008910.1
101264253	Solyc01g090610.2
101253830	Solyc01g094460.2
101250306	Solyc05g052740.1
101254617	Solyc08g014340.2
101247141	Solyc07g063440.2
101244307	Solyc08g061920.1
101265851	Solyc01g009810.2
101246012	Solyc11g030720.1
100301924	Solyc02g087870.2
101248343	Solyc10g079910.1
101250782	Solyc03g095200.1
101263147	Solyc01g059880.2
101249490	Solyc09g075010.2
101250978	Solyc03g114120.2
101264241	Solyc08g075700.2
101254358	Solyc02g086200.1
101259737	Solyc04g005720.2
101246933	Solyc06g071180.2
101261990	Solyc12g014320.1
101244565	Solyc12g096380.1
101262898	Solyc03g051970.2
101268620	Solyc01g108280.2
101265030	Solyc06g006100.2
101265194	Solyc11g012700.1
101248620	Solyc01g103930.2
101263413	Solyc05g013280.2
101254979	Solyc03g095720.2
101263280	Solyc11g071960.1
101261379	Solyc02g091270.2
101252907	Solyc08g036640.2
606300	Solyc04g077410.2
101256074	Solyc03g083350.2
101260925	Solyc04g009350.2
101260902	Solyc12g011000.1
101243905	Solyc07g042440.2
101245830	Solyc12g095790.1
101263930	Solyc01g009900.2
101266720	Solyc05g007560.2
101247699	Solyc12g009940.1
101243669	Solyc11g072220.1
101255322	Solyc08g076220.2
101249787	Solyc02g062340.2
101254139	Solyc01g110540.2
101257597	Solyc09g075830.2
101243733	Solyc08g061820.2
101256028	Solyc09g011300.2
101251946	Solyc02g079210.2
101259292	Solyc10g007390.2
101265769	Solyc09g075430.2
101260852	Solyc09g011810.2
101260155	Solyc07g041080.2
101254608	Solyc07g021630.2
101250389	Solyc03g114140.2
101260819	Solyc05g055770.2
101247891	Solyc03g044330.1
543909	Solyc09g090330.2
101247094	Solyc02g069370.2
101250694	Solyc05g056140.2
101263546	Solyc01g094500.2
101258682	Solyc08g079710.2
101265589	Solyc01g102260.2
101267405	Solyc05g013020.1
101249633	Solyc04g072920.2
101244015	Solyc07g039310.1
543501	Solyc01g094030.2
101249310	Solyc10g017810.1
101246615	Solyc03g113180.2
101262030	Solyc07g062780.2
101250693	Solyc05g010310.2
101266235	Solyc06g062400.1
101251239	Solyc10g085040.1
101264084	Solyc02g077610.2
101244416	Solyc01g090890.2
101264238	Solyc08g068580.2
101264077	Solyc10g078300.1
101244818	Solyc01g109740.2
101247011	Solyc04g054310.2
101259090	Solyc10g044840.1
101263748	Solyc01g067830.2
101264315	Solyc04g045630.2
100527971	Solyc10g080880.1
101268667	Solyc03g118150.2
101253012	Solyc01g009050.2
543646	Solyc01g104380.2
101246811	Solyc12g095760.1
101265879	Solyc02g091050.2
101260571	Solyc01g079110.2
101255389	Solyc04g049630.2
101245261	Solyc06g073570.2
101248625	Solyc01g110450.2
101262382	Solyc11g071930.1
101251803	Solyc01g010660.2
101267024	Solyc05g055440.1
101246747	Solyc08g077960.2
101251280	Solyc04g076180.2
100134886	Solyc01g112000.2
104644860	Solyc12g015740.1
101246005	Solyc02g088330.2
101250514	Solyc06g072130.2
101257576	Solyc06g083070.2
101262334	Solyc08g082070.2
101263073	Solyc02g080120.1
101260842	Solyc07g062880.2
101243840	Solyc10g083930.1
101248497	Solyc07g044840.2
101247869	Solyc10g047000.1
101263884	Solyc12g056200.1
101268754	Solyc04g007890.2
101267058	Solyc09g074090.2
101245617	Solyc02g091980.1
101260616	Solyc12g037970.1
101265461	Solyc08g068670.2
101251840	Solyc11g012720.1
101263993	Solyc03g111130.1
101247638	Solyc07g062820.1
101254114	Solyc08g008070.1
101255370	Solyc03g034170.2
101248557	Solyc12g087940.1
101247911	Solyc04g079860.1
101261866	Solyc02g091280.2
101251836	Solyc10g084450.1
101245904	Solyc02g084710.2
101258313	Solyc02g021360.2
101256872	Solyc04g080250.2
101251742	Solyc11g020320.1
101253343	Solyc11g020810.1
101255350	Solyc10g085350.1
101251184	Solyc05g054990.2
100736513	Solyc11g072630.1
101255790	Solyc04g082300.2
101252456	Solyc02g065730.1
101248108	Solyc06g034290.2
101257969	Solyc06g005710.2
101263188	Solyc03g032090.1
101262577	Solyc10g085180.1
101257246	Solyc12g042600.1
101249247	Solyc12g035190.1
101253846	Solyc02g093700.2
101247271	Solyc02g031770.2
101267629	Solyc08g061630.2
101256511	Solyc01g006500.2
101263370	Solyc02g080110.2
101257962	Solyc05g016330.2
101261339	Solyc07g007670.2
101261054	Solyc08g078430.2
101247462	Solyc01g087240.2
101254611	Solyc07g041730.2
544217	Solyc09g065180.2
101246336	Solyc04g006940.2
101259087	Solyc10g005660.2
544306	Solyc02g085730.2
101260560	Solyc08g081090.1
101265644	Solyc05g054820.1
101258380	Solyc06g075140.2
101258513	Solyc11g007810.1
101244969	Solyc07g055180.2
778276	Solyc02g067030.2
101266320	Solyc03g117150.2
101255938	Solyc02g093620.1
101265695	Solyc11g006880.1
101243743	Solyc01g097840.2
101268078	Solyc03g082660.2
101248083	Solyc03g083840.2
101266543	Solyc08g083020.2
101258633	Solyc12g056640.1
101244101	Solyc08g068860.2
101263557	Solyc10g078280.2
101266236	Solyc07g005530.2
101245605	Solyc02g084740.2
101255257	Solyc02g086650.2
101248209	Solyc11g072860.1
101260642	Solyc11g072860.1
544081	Solyc11g072860.1
101256941	Solyc11g072860.1
544080	Solyc11g072860.1
101252043	Solyc02g076920.2
101254186	Solyc03g111700.2
109121373	Solyc10g006710.2
543668	Solyc07g005560.2
101251316	Solyc09g005360.2
101244218	Solyc01g005960.2
544234	Solyc02g068920.2
101264287	Solyc11g040370.1
101268316	Solyc09g065890.2
101264821	Solyc05g008600.2
104644579	Solyc11g020620.1
101261856	Solyc09g091750.2
101258294	Solyc01g016410.2
101268410	Solyc07g049370.2
101248584	Solyc06g076150.2
101252133	Solyc10g085480.1
778316	Solyc06g008860.2
101252921	Solyc01g079860.2
101257275	Solyc06g064880.2
544148	Solyc10g055810.1
101245370	Solyc06g059720.2
101258878	Solyc07g066410.2
101257045	Solyc12g014110.1
101262400	Solyc12g099470.1
101265236	Solyc05g013380.2
101247223	Solyc06g008600.2
101253324	Solyc10g007700.2
101248905	Solyc09g018890.2
544192	Solyc04g081190.2
104646598	Solyc03g114770.2
543798	Solyc04g049070.2
101245581	Solyc01g067400.2
101245836	Solyc04g058140.2
101252798	Solyc08g062820.2
100037515	Solyc04g081530.1
101255118	Solyc08g007000.2
101255875	Solyc04g016530.2
101254812	Solyc07g056010.2
101258611	Solyc02g083940.2
101251924	Solyc09g090090.1
101254187	Solyc03g112890.1
101266697	Solyc03g043960.2
101257131	Solyc02g082700.2
544051	Solyc10g080210.1
101266899	Solyc02g064980.1
101251012	Solyc08g006780.2
544147	Solyc02g082930.2
544181	Solyc08g080130.2
100037505	Solyc07g056670.2
101267919	Solyc08g075750.2
101268243	Solyc11g010450.1
101244082	Solyc05g046120.2
101256434	Solyc12g099990.1
101249621	Solyc12g099990.1
101256901	Solyc08g014510.2
101256188	Solyc06g075610.1
101265794	Solyc02g068400.2
101247325	Solyc05g053040.2
101250057	Solyc10g007830.1
101265006	Solyc12g008710.1
101265715	Solyc12g099360.1
101256375	Solyc04g051800.2
101246122	Solyc03g118060.2
101268575	Solyc05g056450.2
101257428	Solyc11g022470.1
101260941	Solyc06g009190.2
101255503	Solyc06g083130.2
101258564	Solyc06g076860.2
101259113	Solyc02g068730.2
101254177	Solyc03g098220.2
101257697	Solyc09g008380.2
101267542	Solyc07g063610.2
101244863	Solyc04g064660.1
101244455	Solyc02g078690.1
101250339	Solyc09g074950.2
101264577	Solyc10g086350.1
101268580	Solyc06g071720.1
101256388	Solyc06g071860.2
101268542	Solyc02g068300.2
101250159	Solyc09g082170.2
101257877	Solyc07g041280.2
101251319	Solyc01g068640.2
543806	Solyc03g119060.2
101261643	Solyc08g065360.2
101263852	Solyc01g103380.2
101265286	Solyc01g108150.2
101262178	Solyc02g070410.1
101256330	Solyc01g111200.2
101266646	Solyc06g067960.2
101263606	Solyc04g080450.1
101247802	Solyc12g094670.1
101251086	Solyc05g008010.2
101253011	Solyc04g005680.2
101257063	Solyc04g005680.2
101253922	Solyc04g005680.2
101251082	Solyc04g025110.1
101268854	Solyc03g114420.1
101243810	Solyc08g074560.2
101246863	Solyc01g087210.2
101266596	Solyc02g062700.2
101248365	Solyc12g033130.1
101254509	Solyc08g082440.2
101244912	Solyc10g047240.1
101265978	Solyc10g086620.1
101267671	Solyc02g079770.2
101265784	Solyc10g075160.1
101248290	Solyc04g057960.2
101249520	Solyc02g062350.2
101245223	Solyc02g078410.1
101253826	Solyc01g079940.2
101255997	Solyc05g051550.1
101268209	Solyc08g082970.2
101268869	Solyc05g054350.2
543590	Solyc03g045070.1
101255942	Solyc02g091510.2
101252838	Solyc02g079170.2
101252238	Solyc10g079980.1
101252856	Solyc03g097320.2
104648634	Solyc01g087630.1
101268205	Solyc08g016750.2
101252481	Solyc04g071860.2
101262181	Solyc03g005560.1
543546	Solyc03g005560.1
101243970	Solyc03g096780.1
101255673	Solyc03g098300.1
101252786	Solyc06g065410.2
101259503	Solyc02g078860.2
101268337	Solyc02g085950.2
101247481	Solyc02g093920.2
100736503	Solyc07g005210.2
101251053	Solyc11g010850.1
101260264	Solyc01g079100.2
101249166	Solyc03g113030.2
101268794	Solyc01g067530.2
101251373	Solyc04g007370.2
101268847	Solyc12g042340.1
101258902	Solyc10g017690.1
101261407	Solyc04g064720.2
101263738	Solyc08g065480.2
101260801	Solyc03g096050.2
101247034	Solyc06g065520.2
101267675	Solyc02g064950.2
101265660	Solyc08g005260.1
101249551	Solyc05g056200.1
101268286	Solyc06g050860.2
101267385	Solyc03g033330.2
101252206	Solyc08g062770.2
101255142	Solyc10g008750.2
101268483	Solyc07g018210.2
543518	Solyc06g073730.1
101266790	Solyc11g065240.1
101248935	Solyc11g011960.1
100134876	Solyc06g083870.2
101263024	Solyc05g014790.2
101257454	Solyc12g098570.1
544293	Solyc01g105070.2
101250671	Solyc03g083550.1
543792	Solyc12g019460.1
778256	Solyc08g006740.2
101243716	Solyc06g076430.2
101263886	Solyc12g088820.1
101245609	Solyc11g018660.1
101255068	Solyc03g034140.2
101263835	Solyc08g077150.2
101255098	Solyc05g055990.2
101258070	Solyc06g036430.2
108348021	Solyc01g087790.2
101258157	Solyc06g007960.2
101268630	Solyc02g094160.1
